PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
featureBased,1.68,0.01,True,4,24,4,True,after_each_move,1.25,full,483,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",168.25,"[7, 0, 9, 3, 5, 13]",True,1.7
featureBased,3.14,0.01,True,3,24,4,True,after_each_move,0.1,full,484,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",313.7,"[5, 4, 9, 6, 7, 15]",True,1.7
objectLevel,1.87,0.01,True,7,24,4,True,after_each_move,1.25,full,485,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",186.75,"[11, 12, 3, 15, 2, 5]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,486,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,1.36,0.01,True,8,24,4,True,after_each_move,4.0,full,487,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",136.0,"[7, 12, 6, 3, 14, 15]",True,1.7
objectLevel,0.72,0.01,True,8,24,4,True,after_each_move,4.0,full,488,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",72.0,"[14, 5, 15, 6, 4, 1]",True,1.7
featureBased,1.83,0.01,True,4,24,4,True,after_each_move,1.25,full,489,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",182.75,"[1, 6, 10, 7, 5, 2]",True,1.7
objectLevel,0.28,0.01,True,8,24,4,True,after_each_move,4.0,full,490,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",28.0,"[4, 5, 0, 2, 11, 12]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,491,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-48.0,"[9, 10, 7, 1, 8, 13]",True,1.7
objectLevel,1.84,0.01,True,7,24,4,True,after_each_move,1.25,full,492,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",184.0,"[1, 6, 4, 5, 3, 2]",True,1.7
featureBased,0.96,0.01,True,5,24,4,True,after_each_move,4.0,full,493,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",96.0,"[3, 11, 13, 0, 10, 5]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,494,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,495,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,496,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,3.41,0.01,True,3,24,4,True,after_each_move,0.1,full,497,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",340.7,"[6, 2, 13, 0, 1, 8]",True,1.7
featureBased,1.2,0.01,True,3,24,4,True,after_each_move,0.1,full,498,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",120.0,"[10, 12, 3, 14, 13, 0]",True,1.7
featureBased,3.16,0.01,True,3,24,4,True,after_each_move,0.1,full,499,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",316.3,"[3, 6, 13, 7, 14, 2]",True,1.7
featureBased,0.82,0.01,True,4,24,4,True,after_each_move,1.25,full,500,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",82.25,"[5, 3, 8, 7, 2, 4]",True,1.7
none,2.03,0.01,True,1,24,4,False,after_each_move,1.25,none,501,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",203.0,"[9, 8, 7, 13, 14, 10]",True,1.7
featureBased,3.7,0.01,True,3,24,4,True,after_each_move,0.1,full,502,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",369.5,"[15, 2, 5, 8, 10, 7]",True,1.7
none,1.96,0.01,True,1,24,4,False,after_each_move,1.25,none,503,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",195.75,"[13, 6, 0, 3, 10, 15]",True,1.7
featureBased,1.54,0.01,True,4,24,4,True,after_each_move,1.25,full,504,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",153.5,"[5, 7, 2, 0, 1, 6]",True,1.7
featureBased,0.4,0.01,True,5,24,4,True,after_each_move,4.0,full,505,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",40.0,"[12, 1, 3, 2, 13, 5]",True,1.7
objectLevel,1.58,0.01,True,7,24,4,True,after_each_move,1.25,full,506,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",158.25,"[14, 7, 3, 9, 5, 8]",True,1.7
featureBased,1.46,0.01,True,4,24,4,True,after_each_move,1.25,full,507,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",146.25,"[2, 0, 3, 6, 5, 10]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,508,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-52.0,"[11, 4, 5, 10, 7, 15]",True,1.7
none,0.28,0.01,True,2,24,4,False,after_each_move,4.0,none,509,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",28.0,"[10, 14, 0, 5, 9, 12]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,510,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,1.49,0.01,True,0,24,4,False,after_each_move,0.1,none,511,,149.2,"[13, 10, 11, 9, 3, 15]",True,1.7
objectLevel,3.83,0.01,True,6,24,4,True,after_each_move,0.1,full,512,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",383.2,"[9, 0, 3, 6, 5, 10]",True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,513,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,1.0,0.01,True,8,24,4,True,after_each_move,4.0,full,514,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",100.0,"[11, 10, 7, 3, 13, 15]",True,1.7
featureBased,2.41,0.01,True,4,24,4,True,after_each_move,1.25,full,515,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",241.0,"[7, 2, 6, 8, 0, 10]",True,1.7
objectLevel,0.08,0.01,True,7,24,4,True,after_each_move,1.25,full,516,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",7.5,"[13, 5, 4, 15, 7, 12]",True,1.7
none,3.78,0.01,True,0,24,4,False,after_each_move,0.1,none,517,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",378.2,"[9, 10, 5, 11, 2, 0]",True,1.7
none,1.63,0.01,True,1,24,4,False,after_each_move,1.25,none,518,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",162.5,"[10, 15, 5, 12, 14, 11]",True,1.7
featureBased,3.66,0.01,True,3,24,4,True,after_each_move,0.1,full,519,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",365.6,"[8, 10, 0, 11, 9, 4]",True,1.7
none,1.33,0.01,True,1,24,4,False,after_each_move,1.25,none,520,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",132.5,"[15, 10, 5, 0, 6, 1]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,521,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-4.0,"[15, 4, 10, 8, 5, 6]",True,1.7
none,1.95,0.01,True,1,24,4,False,after_each_move,1.25,none,522,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",195.0,"[1, 3, 14, 15, 0, 13]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,523,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-48.0,"[2, 3, 5, 10, 15, 4]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,524,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-56.0,"[0, 1, 15, 14, 3, 9]",True,1.7
featureBased,3.2,0.01,True,3,24,4,True,after_each_move,0.1,full,525,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",320.1,"[6, 4, 13, 0, 7, 5]",True,1.7
none,1.91,0.01,True,1,24,4,False,after_each_move,1.25,none,526,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",190.5,"[8, 0, 13, 6, 14, 9]",True,1.7
objectLevel,3.67,0.01,True,6,24,4,True,after_each_move,0.1,full,527,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",367.0,"[8, 0, 4, 15, 14, 3]",True,1.7
objectLevel,0.79,0.01,True,7,24,4,True,after_each_move,1.25,full,528,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",78.75,"[14, 12, 6, 11, 7, 9]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,529,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,530,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-36.0,"[9, 5, 8, 2, 12, 6]",True,1.7
