,pid,info_cost,PR_type,message,trial_index,trial_i,delays,score,n_click,clicks,click_times,path,action_times,feedback
125,12,1,featureBased,full,6,1,"[34, 0, 9]",-9.0,0,[],[],"[1, 4, 8, 14]","[1340, 37609, 38507]",False
126,12,1,featureBased,full,7,7,[],13.0,0,[],[],"[1, 3, 7, 13]","[1014, 6817, 7408]",True
127,12,1,featureBased,full,8,10,[],7.0,0,[],[],"[1, 5, 9, 16]","[508, 2035, 2698]",True
128,12,1,featureBased,full,9,9,[],14.0,0,[],[],"[1, 4, 8, 14]","[439, 2094, 2669]",True
129,12,1,featureBased,full,10,6,[],56.0,0,[],[],"[1, 2, 6, 11]","[1399, 4903, 5764]",True
130,12,1,featureBased,full,11,11,[],40.0,0,[],[],"[1, 5, 9, 17]","[545, 2271, 2849]",True
131,12,1,featureBased,full,12,8,[],50.0,0,[],[],"[1, 4, 8, 15]","[521, 2100, 2686]",True
132,13,1,none,simple,1,5,"[3, 0, 1]",30.0,1,[2],[7650],"[1, 2, 6, 11]","[18191, 32559, 40895]",False
133,13,1,none,simple,2,3,"[3, 0, 1]",-2.0,6,"[4, 3, 12, 13, 17, 16]","[5228, 14951, 23996, 24912, 26474, 27447]","[1, 3, 7, 13]","[31957, 48547, 68243]",False
134,13,1,none,simple,3,1,"[3, 0, 1]",40.0,4,"[17, 16, 12, 3]","[3745, 6750, 9417, 13157]","[1, 3, 7, 12]","[15923, 30920, 37775]",False
135,13,1,none,simple,4,0,"[3, 0, 1]",46.0,8,"[13, 12, 16, 17, 11, 10, 14, 15]","[2968, 4373, 5717, 6647, 7828, 9072, 10183, 11192]","[1, 4, 8, 14]","[16596, 36432, 46813]",False
136,13,1,none,simple,5,2,"[3, 0, 1]",26.0,8,"[17, 16, 15, 14, 12, 13, 10, 11]","[3887, 4982, 6112, 7161, 8036, 8966, 9836, 10855]","[1, 2, 6, 10]","[16843, 34548, 43419]",False
137,13,1,none,simple,6,4,"[3, 0, 1]",18.0,8,"[13, 12, 14, 15, 16, 17, 11, 10]","[2425, 3824, 5156, 6195, 7037, 8193, 9302, 10206]","[1, 3, 7, 12]","[16112, 34200, 39536]",False
138,13,1,none,simple,7,11,[],44.0,9,"[13, 12, 14, 15, 16, 17, 11, 10, 5]","[1871, 3103, 4086, 5024, 5962, 6987, 7847, 8825, 14168]","[1, 5, 9, 16]","[16782, 21097, 26770]",True
139,13,1,none,simple,8,8,[],30.0,8,"[13, 12, 14, 15, 16, 17, 11, 10]","[1388, 2464, 3188, 4000, 4850, 5938, 6854, 7695]","[1, 3, 7, 12]","[12589, 16500, 19224]",True
140,13,1,none,simple,9,7,[],49.0,8,"[13, 12, 14, 15, 16, 17, 11, 10]","[2632, 4233, 5599, 6752, 7803, 8935, 9778, 10747]","[1, 4, 8, 14]","[15619, 17652, 19360]",True
141,13,1,none,simple,10,9,[],12.0,10,"[13, 12, 14, 15, 16, 17, 11, 10, 2, 3]","[2068, 3811, 5240, 6273, 7170, 8443, 9469, 10348, 18956, 20233]","[1, 3, 7, 12]","[24110, 29521, 34909]",True
142,13,1,none,simple,11,6,[],48.0,8,"[13, 12, 16, 17, 11, 10, 14, 15]","[4909, 5995, 7848, 8746, 9433, 10385, 11434, 12448]","[1, 2, 6, 11]","[15411, 17134, 18637]",True
143,13,1,none,simple,12,10,[],20.0,8,"[13, 12, 14, 15, 16, 17, 11, 10]","[1519, 2446, 3381, 4388, 5464, 6513, 7205, 8077]","[1, 4, 8, 15]","[14568, 15902, 17429]",True
144,14,1,featureBased,simple,1,0,"[8, 0, 0]",15.0,7,"[4, 3, 2, 5, 16, 17, 9]","[2919, 5960, 8446, 9859, 14048, 15901, 17572]","[1, 5, 9, 17]","[23314, 44597, 46076]",False
145,14,1,featureBased,simple,2,2,"[0, 0, 0]",26.0,8,"[3, 2, 5, 4, 9, 6, 11, 10]","[1534, 2760, 3676, 4422, 6522, 7358, 9494, 10100]","[1, 2, 6, 10]","[12700, 23681, 25136]",False
146,14,1,featureBased,simple,3,3,"[0, 0, 0]",20.0,16,"[4, 5, 2, 3, 13, 12, 15, 14, 16, 9, 17, 11, 6, 10, 7, 8]","[1493, 3517, 4543, 5409, 6337, 7255, 8604, 10545, 11903, 12296, 12884, 13561, 13961, 14446, 15194, 15844]","[1, 2, 6, 10]","[19726, 46401, 48468]",False
147,14,1,featureBased,simple,4,1,"[0, 0, 0]",34.0,10,"[11, 10, 13, 12, 14, 15, 16, 17, 3, 7]","[1908, 2854, 3956, 4565, 5978, 6654, 7294, 8089, 9289, 10239]","[1, 3, 7, 12]","[11430, 35480, 37028]",False
148,14,1,featureBased,simple,5,5,"[0, 0, 0]",25.0,12,"[12, 13, 11, 10, 17, 16, 9, 5, 15, 14, 6, 2]","[3057, 4367, 5318, 6227, 7420, 8095, 10094, 10653, 11720, 12410, 14449, 15069]","[1, 2, 6, 10]","[16864, 70980, 72163]",False
149,14,1,featureBased,simple,6,4,"[0, 0, 0]",30.0,12,"[12, 13, 10, 11, 7, 3, 14, 15, 16, 17, 9, 5]","[1496, 2837, 3707, 4437, 5486, 6721, 8748, 9385, 10729, 11217, 11988, 12368]","[1, 5, 9, 17]","[14561, 25387, 29744]",False
150,14,1,featureBased,simple,7,10,[],24.0,16,"[12, 13, 10, 11, 17, 16, 15, 14, 4, 8, 9, 5, 6, 2, 3, 7]","[1410, 2998, 3884, 4560, 5111, 5709, 6214, 7100, 7938, 8436, 12430, 13664, 15030, 15497, 16334, 16802]","[1, 3, 7, 12]","[19848, 21157, 21938]",True
151,14,1,featureBased,simple,8,11,[],28.0,7,"[8, 9, 6, 7, 13, 12, 3]","[2618, 3533, 4245, 4963, 6051, 7053, 7652]","[1, 3, 7, 13]","[8879, 9669, 10321]",True
152,14,1,featureBased,simple,9,7,[],46.0,3,"[8, 15, 4]","[1914, 3824, 4891]","[1, 4, 8, 15]","[6296, 7144, 7917]",True
153,14,1,featureBased,simple,10,9,[],34.0,7,"[8, 9, 6, 7, 14, 15, 4]","[1517, 4512, 7909, 8559, 9493, 10203, 10741]","[1, 4, 8, 15]","[11760, 12428, 13043]",True
154,14,1,featureBased,simple,11,8,[],47.0,3,"[8, 15, 4]","[927, 2271, 2938]","[1, 4, 8, 15]","[3983, 4853, 5572]",True
155,14,1,featureBased,simple,12,6,[],51.0,5,"[9, 6, 10, 11, 2]","[1562, 2563, 3822, 4386, 4959]","[1, 2, 6, 11]","[6327, 7457, 8487]",True
156,15,1,none,full,1,2,"[3, 0, 1]",-28.0,0,[],[],"[1, 4, 8, 15]","[1434, 13600, 16064]",False
157,15,1,none,full,2,5,"[3, 0, 1]",-4.0,0,[],[],"[1, 4, 8, 15]","[3306, 10682, 13290]",False
158,15,1,none,full,3,0,"[3, 0, 1]",6.0,3,"[3, 7, 13]","[933, 12235, 19922]","[1, 3, 7, 12]","[2648, 13664, 21271]",False
159,15,1,none,full,4,4,"[3, 0, 1]",0.0,6,"[2, 4, 5, 8, 14, 15]","[906, 2081, 3321, 14345, 17601, 19201]","[1, 4, 8, 14]","[5616, 15615, 76158]",False
160,15,1,none,full,5,1,"[3, 0, 1]",41.0,3,"[3, 13, 12]","[1234, 8399, 9424]","[1, 3, 7, 12]","[2101, 10893, 12693]",False
161,15,1,none,full,6,3,"[3, 0, 1]",-3.0,7,"[5, 4, 2, 3, 13, 12, 7]","[2377, 4097, 5255, 6248, 15783, 16527, 17271]","[1, 3, 7, 13]","[7525, 24308, 25563]",False
162,15,1,none,full,7,8,[],38.0,12,"[11, 10, 2, 6, 3, 5, 4, 17, 16, 14, 15, 8]","[1806, 2565, 3933, 5526, 10710, 12197, 13069, 14813, 15733, 21397, 22045, 22941]","[1, 4, 8, 15]","[24787, 25787, 26699]",True
163,15,1,none,full,8,7,[],51.0,6,"[2, 10, 11, 14, 4, 8]","[2761, 4121, 4906, 7641, 9313, 10049]","[1, 4, 8, 14]","[10983, 11863, 13103]",True
164,15,1,none,full,9,10,[],20.0,8,"[14, 15, 16, 17, 10, 11, 13, 12]","[2570, 3265, 4290, 4840, 5752, 6263, 7191, 7800]","[1, 4, 8, 15]","[9814, 12590, 14869]",True
165,15,1,none,full,10,6,[],53.0,3,"[10, 11, 2]","[1830, 2724, 5230]","[1, 2, 6, 11]","[6578, 7650, 8665]",True
166,15,1,none,full,11,9,[],36.0,5,"[2, 4, 5, 14, 15]","[1820, 2940, 4475, 6140, 6666]","[1, 4, 8, 15]","[7801, 8633, 9601]",True
167,15,1,none,full,12,11,[],49.0,4,"[4, 5, 17, 16]","[727, 1431, 3223, 4078]","[1, 5, 9, 16]","[4804, 5793, 6787]",True
168,16,1,featureBased,full,1,3,"[11, 2, 9]",-14.0,4,"[2, 3, 4, 7]","[3169, 4975, 9121, 39826]","[1, 3, 7, 12]","[12165, 44025, 50669]",False
169,16,1,featureBased,full,2,0,"[8, 2, 0]",15.0,7,"[2, 5, 4, 3, 9, 17, 16]","[3207, 5000, 6732, 8044, 28741, 43406, 44754]","[1, 5, 9, 17]","[9797, 37149, 46095]",False
170,16,1,featureBased,full,3,2,"[5, 6, 0]",-6.0,7,"[3, 2, 5, 4, 9, 17, 16]","[1497, 2661, 3556, 4697, 20999, 27636, 28477]","[1, 5, 9, 17]","[6305, 76678, 91875]",False
171,16,1,featureBased,full,4,5,"[0, 0, 0]",26.0,11,"[3, 2, 5, 4, 8, 6, 10, 11, 7, 13, 12]","[2109, 2904, 3983, 4724, 6284, 7599, 9317, 10364, 13339, 16459, 21249]","[1, 2, 6, 10]","[23277, 33626, 35858]",False
172,16,1,featureBased,full,5,1,"[0, 0, 0]",34.0,10,"[3, 2, 5, 4, 9, 16, 17, 7, 13, 12]","[1098, 2036, 2860, 3559, 4775, 5426, 6284, 7900, 8713, 9470]","[1, 3, 7, 12]","[12873, 23194, 26053]",False
173,16,1,featureBased,full,6,4,"[0, 0, 0]",32.0,10,"[3, 2, 5, 4, 7, 8, 6, 9, 17, 16]","[795, 1524, 2157, 2873, 3839, 6066, 7069, 7977, 9282, 10141]","[1, 5, 9, 17]","[13955, 24335, 25803]",False
174,16,1,featureBased,full,7,6,[],46.0,10,"[3, 4, 5, 2, 6, 7, 8, 9, 10, 11]","[1110, 1802, 2398, 2986, 3570, 5408, 7038, 8181, 9590, 10795]","[1, 2, 6, 11]","[12593, 13475, 14432]",True
175,16,1,featureBased,full,8,8,[],37.0,13,"[3, 2, 5, 4, 9, 7, 17, 16, 13, 12, 8, 15, 14]","[2104, 2693, 3312, 3899, 4607, 5703, 7328, 8187, 9246, 11984, 14977, 15961, 16666]","[1, 4, 8, 15]","[19041, 20402, 21691]",True
176,16,1,featureBased,full,9,7,[],43.0,14,"[3, 2, 5, 4, 7, 13, 12, 6, 10, 11, 9, 8, 15, 14]","[1067, 1975, 2749, 3666, 4546, 5258, 5806, 8625, 9214, 10127, 11900, 13564, 14523, 15508]","[1, 4, 8, 14]","[21508, 22854, 25038]",True
177,16,1,featureBased,full,10,10,[],24.0,16,"[3, 2, 7, 12, 13, 4, 8, 14, 15, 6, 10, 11, 5, 9, 16, 17]","[973, 1633, 2394, 3161, 3928, 5422, 6123, 6981, 7609, 9146, 9933, 11193, 12557, 16417, 17208, 18024]","[1, 3, 7, 12]","[36518, 38709, 40857]",True
178,16,1,featureBased,full,11,11,[],51.0,5,"[3, 2, 6, 10, 11]","[1413, 2784, 3889, 4733, 6370]","[1, 2, 6, 11]","[10419, 11332, 12356]",True
179,16,1,featureBased,full,12,9,[],31.0,10,"[3, 2, 5, 4, 8, 15, 14, 7, 12, 13]","[1148, 2651, 3445, 4238, 5125, 6126, 7712, 11373, 12406, 13440]","[1, 4, 8, 15]","[21056, 22070, 22997]",True
180,17,1,featureBased,full,1,5,"[16, 6, 0]",17.0,4,"[3, 12, 13, 7]","[3580, 28003, 29434, 30817]","[1, 3, 7, 13]","[6227, 33261, 41463]",False
181,17,1,featureBased,full,2,4,"[6, 0, 0]",17.0,9,"[10, 11, 14, 15, 16, 17, 13, 12, 3]","[5913, 8401, 10641, 12296, 13069, 14359, 16667, 17698, 19249]","[1, 3, 7, 12]","[21458, 33670, 36525]",False
182,17,1,featureBased,full,3,3,"[0, 0, 0]",28.0,8,"[12, 13, 10, 11, 17, 16, 2, 6]","[1265, 3571, 4458, 5326, 6168, 6907, 8056, 8875]","[1, 2, 6, 10]","[10669, 15006, 19727]",False
183,17,1,featureBased,full,4,2,"[0, 0, 0]",24.0,10,"[14, 15, 16, 17, 11, 10, 13, 12, 2, 6]","[1594, 2282, 3003, 3610, 4302, 4974, 5715, 6638, 8152, 9329]","[1, 2, 6, 10]","[11101, 15454, 16762]",False
184,17,1,featureBased,full,5,0,"[0, 0, 0]",44.0,10,"[13, 17, 15, 10, 11, 16, 12, 14, 4, 8]","[1103, 2619, 3528, 5250, 6112, 7015, 7820, 9338, 10518, 11860]","[1, 4, 8, 14]","[13107, 17879, 18919]",False
185,17,1,featureBased,full,6,1,"[0, 0, 0]",37.0,7,"[13, 12, 14, 15, 4, 3, 7]","[1873, 2978, 3814, 5306, 6296, 8947, 9754]","[1, 3, 7, 12]","[12116, 15891, 17040]",False
186,17,1,featureBased,full,7,10,[],18.0,10,"[12, 13, 10, 11, 17, 16, 15, 14, 4, 8]","[963, 1861, 2823, 3770, 6163, 6775, 7344, 8034, 8807, 9432]","[1, 4, 8, 15]","[11277, 11928, 12673]",True
187,17,1,featureBased,full,8,9,[],31.0,10,"[13, 12, 14, 15, 16, 17, 11, 10, 8, 4]","[1626, 2659, 3304, 4149, 5151, 5927, 6619, 7232, 9293, 10326]","[1, 4, 8, 15]","[11397, 12189, 12904]",True
188,17,1,featureBased,full,9,6,[],48.0,8,"[13, 12, 14, 15, 11, 10, 6, 2]","[1874, 3328, 4187, 4870, 5935, 6525, 8124, 8975]","[1, 2, 6, 11]","[10289, 10978, 11786]",True
189,17,1,featureBased,full,10,7,[],45.0,12,"[13, 12, 14, 15, 10, 11, 17, 16, 4, 3, 7, 8]","[1890, 2550, 3349, 4116, 5047, 5570, 6156, 6945, 10107, 11727, 12876, 14571]","[1, 4, 8, 14]","[19055, 19712, 20532]",True
190,17,1,featureBased,full,11,11,[],46.0,10,"[12, 14, 15, 8, 4, 13, 10, 11, 6, 2]","[513, 1029, 3111, 3655, 4338, 5440, 6037, 6650, 7714, 8367]","[1, 2, 6, 11]","[9608, 10292, 11106]",True
191,17,1,featureBased,full,12,8,[],27.0,11,"[12, 7, 3, 13, 10, 6, 2, 5, 9, 16, 17]","[773, 2505, 3529, 8243, 9232, 10962, 12709, 16186, 17336, 18096, 18763]","[1, 3, 7, 12]","[23551, 25935, 27066]",True
192,18,1,none,simple,1,4,"[3, 0, 1]",2.0,4,"[4, 2, 14, 15]","[3138, 3866, 19661, 20701]","[1, 4, 8, 14]","[10112, 17666, 28015]",False
193,18,1,none,simple,2,0,"[3, 0, 1]",18.0,4,"[3, 5, 17, 16]","[1943, 2744, 13994, 14679]","[1, 5, 9, 17]","[5492, 12136, 15939]",False
194,18,1,none,simple,3,3,"[3, 0, 1]",0.0,4,"[3, 5, 2, 4]","[4857, 5615, 6238, 6966]","[1, 3, 7, 13]","[8489, 15493, 17115]",False
195,18,1,none,simple,4,2,"[3, 0, 1]",30.0,4,"[2, 4, 11, 10]","[2489, 3479, 16897, 17665]","[1, 2, 6, 10]","[4770, 11547, 19053]",False
196,18,1,none,simple,5,1,"[3, 0, 1]",20.0,5,"[2, 3, 5, 17, 16]","[2921, 4134, 4740, 16895, 17391]","[1, 5, 9, 16]","[5773, 13499, 18585]",False
197,18,1,none,simple,6,5,"[3, 0, 1]",-10.0,6,"[3, 5, 2, 4, 14, 15]","[2981, 3741, 5212, 5946, 19377, 20184]","[1, 4, 8, 15]","[7288, 16090, 22950]",False
198,18,1,none,simple,7,7,[],47.0,10,"[5, 3, 4, 2, 7, 9, 6, 8, 14, 15]","[2568, 3450, 4119, 4815, 6366, 7408, 8443, 9461, 17667, 18313]","[1, 4, 8, 14]","[11577, 14915, 19478]",True
199,18,1,none,simple,8,6,[],15.0,2,"[13, 12]","[6992, 7643]","[1, 3, 7, 13]","[1664, 5420, 8842]",True
200,18,1,none,simple,9,9,[],14.0,8,"[2, 4, 5, 3, 14, 15, 12, 13]","[2678, 3412, 4116, 4685, 9451, 10260, 11212, 11721]","[1, 3, 7, 13]","[13320, 15199, 17075]",True
201,18,1,none,simple,10,10,[],20.0,8,"[2, 3, 4, 5, 12, 13, 14, 15]","[1097, 2233, 3376, 4623, 6005, 6677, 7678, 8763]","[1, 4, 8, 15]","[10189, 11535, 12885]",True
202,18,1,none,simple,11,11,[],50.0,6,"[4, 2, 3, 5, 11, 10]","[2171, 3191, 3859, 4788, 5731, 6508]","[1, 2, 6, 11]","[8264, 9403, 10576]",True
203,18,1,none,simple,12,8,[],42.0,8,"[2, 3, 4, 5, 16, 17, 14, 15]","[2617, 3199, 3650, 4110, 5390, 6317, 7998, 8863]","[1, 4, 8, 15]","[11191, 11994, 12922]",True
204,19,1,none,simple,1,5,"[3, 0, 1]",29.0,2,"[6, 11]","[20506, 30404]","[1, 2, 6, 11]","[7742, 23906, 32564]",False
205,19,1,none,simple,2,0,"[3, 0, 1]",18.0,4,"[9, 16, 17, 5]","[14267, 22690, 26623, 33471]","[1, 5, 9, 17]","[4034, 17782, 45157]",False
206,19,1,none,simple,3,2,"[3, 0, 1]",-18.0,0,[],[],"[1, 3, 7, 13]","[4511, 19764, 24729]",False
207,19,1,none,simple,4,4,"[3, 0, 1]",2.0,4,"[4, 8, 14, 15]","[2634, 16828, 22054, 25714]","[1, 4, 8, 14]","[4833, 18327, 78391]",False
208,19,1,none,simple,5,3,"[3, 0, 1]",-3.0,7,"[2, 4, 3, 5, 7, 13, 12]","[3953, 8141, 12018, 14179, 25088, 38534, 41220]","[1, 3, 7, 13]","[15973, 34518, 43108]",False
209,19,1,none,simple,6,1,"[3, 0, 1]",-14.0,3,"[10, 11, 2]","[18852, 20760, 22830]","[1, 2, 6, 11]","[7093, 14438, 26469]",False
210,19,1,none,simple,7,11,[],50.0,6,"[4, 5, 2, 3, 10, 11]","[1944, 3573, 4856, 6063, 16571, 17468]","[1, 2, 6, 11]","[7449, 14231, 18644]",True
211,19,1,none,simple,8,8,[],6.0,6,"[4, 5, 2, 3, 17, 16]","[2770, 3560, 4220, 4931, 15898, 16798]","[1, 5, 9, 16]","[6516, 10111, 20889]",True
212,19,1,none,simple,9,10,[],21.0,7,"[3, 2, 5, 4, 8, 14, 15]","[4363, 5202, 5905, 6722, 11089, 15820, 16720]","[1, 4, 8, 15]","[9143, 17992, 20204]",True
213,19,1,none,simple,10,9,[],15.0,7,"[2, 5, 4, 3, 7, 13, 12]","[3585, 4210, 4813, 5470, 10980, 15312, 16420]","[1, 3, 7, 12]","[8596, 17926, 20751]",True
214,19,1,none,simple,11,7,[],27.0,7,"[3, 2, 5, 4, 7, 13, 12]","[1039, 1712, 2358, 3167, 6676, 8071, 8775]","[1, 3, 7, 12]","[4504, 10114, 11500]",True
215,19,1,none,simple,12,6,[],10.0,7,"[2, 5, 4, 3, 7, 13, 12]","[1613, 2239, 2826, 3442, 11971, 13523, 14323]","[1, 3, 7, 13]","[10105, 16112, 17538]",True
216,20,1,none,simple,1,4,"[3, 0, 1]",15.0,4,"[3, 7, 13, 12]","[2415, 6026, 9437, 103441]","[1, 2, 6, 10]","[119518, 141526, 143438]",False
217,20,1,none,simple,2,3,"[3, 0, 1]",-10.0,0,[],[],"[1, 3, 7, 12]","[3479, 9630, 11973]",False
218,20,1,none,simple,3,2,"[3, 0, 1]",-5.0,6,"[2, 3, 4, 5, 16, 17]","[1840, 2534, 3362, 3991, 13983, 14687]","[1, 5, 9, 16]","[5981, 11622, 15646]",False
219,20,1,none,simple,4,0,"[3, 0, 1]",52.0,2,"[4, 14]","[1193, 11519]","[1, 4, 8, 14]","[3470, 8830, 13669]",False
220,20,1,none,simple,5,1,"[3, 0, 1]",20.0,5,"[2, 4, 5, 16, 17]","[2084, 3553, 4322, 16026, 17178]","[1, 5, 9, 16]","[7608, 13126, 18312]",False
221,20,1,none,simple,6,5,"[3, 0, 1]",-8.0,4,"[3, 4, 14, 15]","[1674, 3154, 12109, 12989]","[1, 4, 8, 15]","[4746, 9962, 14528]",False
222,20,1,none,simple,7,7,[],32.0,2,"[3, 12]","[999, 6872]","[1, 3, 7, 12]","[2395, 4388, 8098]",True
223,20,1,none,simple,8,11,[],52.0,4,"[4, 2, 10, 11]","[963, 3907, 10075, 11086]","[1, 2, 6, 11]","[5729, 7962, 12018]",True
224,20,1,none,simple,9,8,[],7.0,5,"[4, 3, 5, 16, 17]","[827, 1941, 2886, 9436, 10127]","[1, 5, 9, 16]","[4910, 7206, 11949]",True
225,20,1,none,simple,10,10,[],34.0,6,"[4, 3, 2, 5, 12, 13]","[1277, 2164, 2879, 3552, 9483, 10360]","[1, 3, 7, 12]","[5315, 7340, 11684]",True
226,20,1,none,simple,11,9,[],35.0,6,"[4, 3, 2, 5, 14, 15]","[928, 1676, 2273, 2906, 8209, 8890]","[1, 4, 8, 15]","[4520, 6238, 10127]",True
227,20,1,none,simple,12,6,[],11.0,6,"[4, 3, 2, 5, 13, 12]","[3051, 3904, 4652, 5365, 11076, 11929]","[1, 3, 7, 13]","[7207, 9303, 12871]",True
228,21,1,none,full,1,4,"[3, 0, 1]",5.0,0,[],[],"[1, 4, 8, 15]","[2824, 11084, 12988]",False
229,21,1,none,full,2,1,"[3, 0, 1]",-22.0,0,[],[],"[1, 2, 6, 10]","[5194, 10657, 12559]",False
230,21,1,none,full,3,2,"[3, 0, 1]",-20.0,2,"[12, 13]","[11925, 12985]","[1, 3, 7, 13]","[1785, 7135, 14268]",False
231,21,1,none,full,4,5,"[3, 0, 1]",21.0,16,"[4, 2, 3, 12, 7, 13, 10, 6, 11, 17, 9, 16, 5, 15, 8, 14]","[1296, 2052, 3111, 3879, 4557, 5234, 6529, 7092, 7732, 8436, 10205, 10790, 11545, 12313, 12866, 13595]","[1, 2, 6, 10]","[16752, 24111, 25645]",False
232,21,1,none,full,5,0,"[3, 0, 1]",44.0,10,"[3, 4, 5, 2, 13, 7, 12, 8, 15, 14]","[672, 1321, 1969, 3145, 4212, 4723, 5678, 7499, 8270, 9057]","[1, 4, 8, 14]","[11033, 18210, 19490]",False
233,21,1,none,full,6,3,"[3, 0, 1]",20.0,16,"[3, 4, 5, 2, 8, 15, 14, 12, 7, 13, 10, 6, 11, 17, 9, 16]","[1720, 2255, 2769, 3538, 4656, 5369, 6131, 6789, 7334, 8316, 8940, 9396, 9857, 10575, 11636, 12114]","[1, 2, 6, 10]","[12909, 20283, 21323]",False
234,21,1,none,full,7,10,[],24.0,16,"[14, 8, 15, 10, 6, 11, 16, 9, 17, 12, 7, 13, 3, 4, 5, 2]","[677, 1137, 1649, 2397, 2838, 3332, 4254, 4648, 5101, 6062, 6511, 6983, 8050, 10924, 11733, 12518]","[1, 3, 7, 12]","[17710, 18875, 19651]",True
235,21,1,none,full,8,11,[],40.0,16,"[14, 8, 15, 4, 5, 2, 3, 12, 7, 13, 10, 6, 11, 16, 9, 17]","[687, 1224, 1801, 2419, 2932, 3496, 4034, 4602, 5099, 5580, 6479, 7160, 7693, 8880, 9375, 9833]","[1, 2, 6, 11]","[18007, 18678, 19313]",True
236,21,1,none,full,9,8,[],34.0,16,"[14, 8, 15, 4, 5, 16, 9, 17, 11, 6, 2, 10, 3, 12, 7, 13]","[374, 966, 1487, 2345, 2858, 3478, 4777, 5233, 5915, 6389, 6862, 7563, 8413, 9030, 9993, 10521]","[1, 4, 8, 15]","[16119, 16659, 17286]",True
237,21,1,none,full,10,9,[],25.0,16,"[14, 8, 15, 4, 3, 12, 7, 13, 10, 6, 11, 2, 17, 9, 16, 5]","[1066, 1650, 2145, 2789, 3428, 3931, 4450, 4948, 5483, 6008, 6471, 7430, 8023, 8497, 8938, 9499]","[1, 4, 8, 15]","[11731, 12272, 13518]",True
238,21,1,none,full,11,7,[],41.0,16,"[14, 8, 15, 4, 3, 7, 12, 13, 2, 6, 10, 11, 17, 9, 16, 5]","[776, 1250, 1746, 2399, 5676, 6230, 6708, 7452, 8225, 8726, 9274, 9896, 10903, 11690, 12144, 12844]","[1, 4, 8, 14]","[13829, 14393, 14960]",True
239,21,1,none,full,12,6,[],40.0,16,"[3, 4, 5, 2, 16, 9, 17, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[466, 1136, 1690, 2199, 2951, 3433, 3906, 4468, 4964, 5616, 6257, 6788, 7279, 7822, 8313, 8833]","[1, 2, 6, 11]","[14211, 14957, 15553]",True
240,22,1,none,full,1,3,"[3, 0, 1]",-18.0,16,"[3, 7, 13, 12, 4, 5, 2, 6, 8, 14, 9, 17, 16, 10, 11, 15]","[2701, 5821, 7399, 10307, 12895, 16226, 19248, 21100, 24445, 26049, 28908, 30188, 46987, 107823, 108583, 109614]","[1, 4, 8, 14]","[32938, 131275, 134309]",False
241,22,1,none,full,2,5,"[3, 0, 1]",30.0,7,"[10, 6, 11, 3, 7, 8, 5]","[8522, 9131, 10149, 11480, 12425, 13444, 15023]","[1, 2, 6, 10]","[755, 15924, 20136]",False
242,22,1,none,full,3,1,"[3, 0, 1]",-9.0,0,[],[],"[1, 4, 8, 14]","[22424, 29594, 30991]",False
243,22,1,none,full,4,2,"[3, 0, 1]",24.0,10,"[4, 3, 7, 2, 5, 9, 17, 6, 10, 11]","[1115, 1775, 2645, 3454, 4571, 6025, 7121, 8090, 8923, 9856]","[1, 2, 6, 10]","[10856, 24087, 30571]",False
244,22,1,none,full,5,0,"[3, 0, 1]",31.0,5,"[4, 3, 5, 2, 8]","[1166, 2022, 2694, 3329, 4533]","[1, 4, 8, 15]","[5309, 15848, 24916]",False
245,22,1,none,full,6,4,"[3, 0, 1]",-1.0,5,"[4, 3, 5, 2, 6]","[1835, 3041, 3788, 4884, 5668]","[1, 2, 6, 11]","[6542, 15928, 21544]",False
246,22,1,none,full,7,8,[],24.0,0,[],[],"[1, 2, 6, 10]","[2015, 3842, 6176]",True
247,22,1,none,full,8,9,[],14.0,0,[],[],"[1, 4, 8, 14]","[1459, 4566, 5654]",True
248,22,1,none,full,9,6,[],17.0,0,[],[],"[1, 3, 7, 13]","[951, 3001, 4031]",True
249,22,1,none,full,10,7,[],8.0,0,[],[],"[1, 2, 6, 10]","[1960, 4973, 5840]",True
250,22,1,none,full,11,10,[],3.0,0,[],[],"[1, 2, 6, 11]","[547, 1168, 1826]",True
251,22,1,none,full,12,11,[],7.0,0,[],[],"[1, 4, 8, 15]","[678, 2641, 3445]",True
252,23,1,none,full,1,0,"[3, 0, 1]",50.0,4,"[4, 8, 15, 14]","[6556, 10400, 14011, 15505]","[1, 4, 8, 14]","[19922, 34529, 37064]",False
253,23,1,none,full,2,5,"[3, 0, 1]",-7.0,3,"[8, 15, 14]","[7945, 8708, 9589]","[1, 4, 8, 15]","[2088, 15168, 17575]",False
254,23,1,none,full,3,3,"[3, 0, 1]",26.0,10,"[3, 5, 2, 4, 7, 8, 6, 10, 11, 9]","[4682, 6378, 7918, 8877, 11821, 13469, 14803, 17523, 18508, 24112]","[1, 2, 6, 10]","[30207, 37102, 40637]",False
255,23,1,none,full,4,4,"[3, 0, 1]",31.0,11,"[3, 5, 2, 4, 8, 14, 15, 9, 17, 16, 7]","[1881, 3532, 4774, 5963, 7681, 9823, 10949, 12824, 14082, 15020, 19450]","[1, 5, 9, 17]","[22136, 29011, 31820]",False
256,23,1,none,full,5,2,"[3, 0, 1]",26.0,8,"[2, 10, 6, 11, 4, 5, 3, 9]","[2316, 7290, 8382, 9382, 11079, 11892, 13151, 14285]","[1, 2, 6, 10]","[20029, 29962, 32486]",False
