,pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k,N,bic
8863,231,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,7,3,4,16.49251795253136
8869,231,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,8,3,4,16.49251795253136
8878,231,1e-05,0.21,-11.149242609648264,,,optimal,9,2,7,26.190305517407154
8884,231,1e-05,0.01,-5.91969082609729,,,optimal,10,2,5,15.058257477062782
8890,231,1e-05,0.01,-6.620506064393825,,,optimal,11,2,6,16.82453106724376
8896,231,1e-05,0.01,-4.8141660364000645,,,optimal,12,2,4,12.40092079503991
8902,231,1e-05,0.01,-6.629114438930426,,,optimal,13,2,7,17.15004917597148
8908,231,1e-05,0.01,-6.629114438930426,,,optimal,14,2,7,17.15004917597148
8914,231,1e-05,0.01,-6.629114438930426,,,optimal,15,2,7,17.15004917597148
8920,231,1e-05,0.01,-1.806367572991136,,,optimal,16,2,2,4.999029507102162
8926,231,1e-05,0.01,-3.4215794435813742,,,optimal,17,2,3,9.040383464498968
8932,231,1e-05,0.01,-1.806367572991136,,,optimal,18,2,2,4.999029507102162
8938,231,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
8944,231,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
8950,231,1e-05,0.01,-6.629114438930426,,,optimal,21,2,7,17.15004917597148
8956,231,1e-05,0.21,-11.020294876691398,,,optimal,22,2,7,25.932410051493424
8962,231,1e-05,0.01,-6.629114438930426,,,optimal,23,2,7,17.15004917597148
8968,231,1e-05,0.01,-5.91969082609729,,,optimal,24,2,5,15.058257477062782
8974,231,1e-05,0.01,-6.620506064393825,,,optimal,25,2,6,16.82453106724376
8980,231,1e-05,0.01,-3.4215794435813742,,,optimal,26,2,3,9.040383464498968
8986,231,1e-05,0.01,-3.4215794435813742,,,optimal,27,2,3,9.040383464498968
8992,231,1e-05,0.01,-5.91969082609729,,,optimal,28,2,5,15.058257477062782
8998,231,1e-05,0.01,-5.91969082609729,,,optimal,29,2,5,15.058257477062782
9000,232,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
9009,232,10.0,0.01,-5.456342866870727,5.0,-5.0,best_first,1,4,6,18.079723610653673
9015,232,1e-05,0.01,-2.535878737590345,10.0,-30.0,best_first,2,4,6,12.238795352092911
9019,232,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,3,3,6,24.934709246086598
9028,232,1e-05,0.32,-12.208884494639197,,,optimal,4,2,8,28.576652072638066
9034,232,1e-05,0.01,-1.806367572991136,,,optimal,5,2,2,4.999029507102162
9040,232,1e-05,0.01,-4.8141660364000645,,,optimal,6,2,4,12.40092079503991
9046,232,1e-05,0.01,-4.8141660364000645,,,optimal,7,2,4,12.40092079503991
9052,232,1e-05,0.01,-1.806367572991136,,,optimal,8,2,2,4.999029507102162
9058,232,1e-05,0.01,-3.4215794435813742,,,optimal,9,2,3,9.040383464498968
9064,232,1e-05,0.01,-3.4215794435813742,,,optimal,10,2,3,9.040383464498968
9070,232,1e-05,0.01,-4.8141660364000645,,,optimal,11,2,4,12.40092079503991
9076,232,1e-05,0.01,-3.4215794435813742,,,optimal,12,2,3,9.040383464498968
9082,232,1e-05,0.01,-5.91969082609729,,,optimal,13,2,5,15.058257477062782
9088,232,1e-05,0.01,-3.4215794435813742,,,optimal,14,2,3,9.040383464498968
9094,232,1e-05,0.01,-3.4215794435813742,,,optimal,15,2,3,9.040383464498968
9100,232,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
9106,232,1e-05,0.01,-4.8141660364000645,,,optimal,17,2,4,12.40092079503991
9112,232,1e-05,0.21,-11.020294876691398,,,optimal,18,2,7,25.932410051493424
9118,232,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
9124,232,0.10985411419875572,0.01,-11.484075951637392,,,optimal,20,2,8,27.127034986634456
9130,232,1e-05,0.01,-6.620506064393825,,,optimal,21,2,6,16.82453106724376
9136,232,1e-05,0.21,-11.020294876691398,,,optimal,22,2,7,25.932410051493424
9142,232,1e-05,0.01,-3.4215794435813742,,,optimal,23,2,3,9.040383464498968
9148,232,1e-05,0.01,-1.806367572991136,,,optimal,24,2,2,4.999029507102162
9154,232,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
9160,232,1e-05,0.01,-1.806367572991136,,,optimal,26,2,2,4.999029507102162
9166,232,1e-05,0.01,-6.620506064393825,,,optimal,27,2,6,16.82453106724376
9172,232,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
9178,232,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
9185,236,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
9190,236,1e-05,0.48,-14.537672304153585,,,optimal,1,2,8,33.23422769166684
9196,236,1e-05,0.01,-1.806367572991136,,,optimal,2,2,2,4.999029507102162
9202,236,1e-05,0.01,-4.8141660364000645,,,optimal,3,2,4,12.40092079503991
9208,236,1e-05,0.01,-4.8141660364000645,,,optimal,4,2,4,12.40092079503991
9214,236,1e-05,0.01,-1.806367572991136,,,optimal,5,2,2,4.999029507102162
9220,236,1e-05,0.01,-4.8141660364000645,,,optimal,6,2,4,12.40092079503991
9226,236,1e-05,0.01,-3.4215794435813742,,,optimal,7,2,3,9.040383464498968
9232,236,1e-05,0.01,-6.620506064393825,,,optimal,8,2,6,16.82453106724376
9238,236,1e-05,0.01,-4.8141660364000645,,,optimal,9,2,4,12.40092079503991
9244,236,1e-05,0.26,-10.928757134878204,,,optimal,10,2,6,25.441033208212517
9250,236,1e-05,0.21,-11.020294876691398,,,optimal,11,2,7,25.932410051493424
9257,236,1e-10,1.0,-7.447751280047907,,,random,12,0,3,14.895502560095814
9263,236,1e-10,1.0,-11.947560950378175,,,random,13,0,5,23.89512190075635
9268,236,1e-05,0.01,-1.806367572991136,,,optimal,14,2,2,4.999029507102162
9274,236,0.2559547922699533,0.01,-5.823829320919981,,,optimal,15,2,3,13.844883219176182
9280,236,1e-05,0.01,-4.8141660364000645,,,optimal,16,2,4,12.40092079503991
9286,236,1e-05,0.01,-4.8141660364000645,,,optimal,17,2,4,12.40092079503991
9292,236,1e-05,0.01,-6.629114438930426,,,optimal,18,2,7,17.15004917597148
9298,236,1e-05,0.01,-5.91969082609729,,,optimal,19,2,5,15.058257477062782
9304,236,1e-05,0.01,-6.629114438930426,,,optimal,20,2,7,17.15004917597148
9310,236,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
9316,236,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
9322,236,1e-05,0.01,-6.629114438930426,,,optimal,23,2,7,17.15004917597148
9328,236,1e-05,0.01,-6.629114438930426,,,optimal,24,2,7,17.15004917597148
9334,236,1e-05,0.01,-1.806367572991136,,,optimal,25,2,2,4.999029507102162
9340,236,1e-05,0.01,-6.620506064393825,,,optimal,26,2,6,16.82453106724376
9346,236,1e-05,0.01,-3.4215794435813742,,,optimal,27,2,3,9.040383464498968
9352,236,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
9358,236,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
9361,238,1e-10,0.2,-7.590275366967796,5.0,-30.0,breadth_first,0,3,6,20.555829141619757
9367,238,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,1,3,4,16.49251795253136
9375,238,4.291934260128778,0.01,-6.237671272992888,5.0,-30.0,best_first,2,4,7,20.25898314220703
9379,238,1e-10,0.31,-11.672916938688203,5.0,-30.0,breadth_first,3,3,8,29.584158502415914
9387,238,1e-05,0.17,-7.262459071242003,15.0,-30.0,best_first,4,4,7,22.30855873870526
9393,238,10.0,0.15000000000000002,-13.08021075442202,25.0,-30.0,best_first,5,4,10,35.370761880820226
9397,238,1e-10,0.35000000000000003,-15.685637097060876,25.0,-10.0,breadth_first,6,3,13,39.06612226650636
9405,238,1.8420699693267164,0.18000000000000002,-9.012407316189217,15.0,-30.0,best_first,7,4,7,25.808455228599687
9411,238,3.23745754281764,0.19,-9.6947143952329,5.0,-30.0,best_first,8,4,7,27.173069386687054
9419,238,1e-10,1.0,-21.85901667256348,,,random,9,0,11,43.71803334512696
9421,238,1e-10,0.31,-11.672916938688203,10.0,-30.0,breadth_first,10,3,8,29.584158502415914
9431,238,1e-10,1.0,-22.55216385312343,,,random,11,0,12,45.10432770624686
9433,238,1e-10,0.31,-11.672916938688203,10.0,-30.0,breadth_first,12,3,8,29.584158502415914
9441,238,3.23745754281764,0.01,-7.302922802887624,25.0,-5.0,best_first,13,4,8,22.92361177249459
9447,238,1e-05,0.01,-2.5443752367853407,10.0,-30.0,best_first,14,4,7,12.872391069791934
9451,238,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,15,3,6,24.934709246086598
9459,238,1e-05,0.11,-9.49377622522709,20.0,-30.0,best_first,16,4,13,29.247349880300327
9463,238,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,17,3,6,24.934709246086598
9469,238,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,18,3,6,24.934709246086598
9475,238,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,19,3,6,24.934709246086598
9481,238,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,20,3,6,24.934709246086598
9490,238,1e-05,0.56,-19.12164392800889,,,optimal,21,2,12,43.21310115559378
9496,238,1e-05,0.51,-16.91257092881419,,,optimal,22,2,10,38.430312043616475
9502,238,1e-05,0.51,-16.91257092881419,,,optimal,23,2,10,38.430312043616475
9508,238,1e-05,0.01,-6.629114438930426,,,optimal,24,2,7,17.15004917597148
9514,238,1e-05,0.01,-5.91969082609729,,,optimal,25,2,5,15.058257477062782
9517,238,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,26,3,6,24.934709246086598
9523,238,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,27,3,5,17.697880866681245
9529,238,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,28,3,5,17.697880866681245
9535,238,1e-10,0.24,-6.434783564689473,5.0,-30.0,breadth_first,29,3,5,17.697880866681245
9544,239,1e-05,0.36000000000000004,-7.663509117021391,,,optimal,0,2,4,18.099606956282564
9546,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
9557,239,1e-10,1.0,-5.049856007249537,,,random,2,0,2,10.099712014499074
9558,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
9564,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
9570,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
9576,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
9582,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
9588,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
9594,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
9604,239,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
9611,239,1e-10,1.0,-5.049856007249537,,,random,11,0,2,10.099712014499074
9617,239,1e-10,1.0,-5.049856007249537,,,random,12,0,2,10.099712014499074
9618,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
9624,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
9630,239,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
9636,239,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,16,3,2,9.808045118575073
9646,239,1e-05,0.01,-1.806367572991136,,,optimal,17,2,2,4.999029507102162
9648,239,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,18,3,2,9.808045118575073
9658,239,1e-05,0.01,-1.806367572991136,,,optimal,19,2,2,4.999029507102162
9664,239,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
9666,239,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,21,3,2,9.808045118575073
9672,239,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,22,3,2,9.808045118575073
9682,239,1e-05,0.01,-4.8141660364000645,,,optimal,23,2,4,12.40092079503991
9688,239,1e-05,0.01,-3.4215794435813742,,,optimal,24,2,3,9.040383464498968
9694,239,1e-05,0.01,-4.8141660364000645,,,optimal,25,2,4,12.40092079503991
9696,239,1e-10,0.55,-3.8643017884476185,5.0,-30.0,depth_first,26,3,2,9.808045118575073
9706,239,1e-05,0.01,-3.4215794435813742,,,optimal,27,2,3,9.040383464498968
9712,239,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
9718,239,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
9721,240,1e-10,0.54,-18.362132544885487,5.0,-5.0,breadth_first,0,3,13,44.41911316215558
9731,240,1e-10,1.0,-22.55216385312343,,,random,1,0,13,45.10432770624686
9733,240,1e-10,0.42,-14.45821296246922,10.0,-30.0,breadth_first,2,3,9,35.508099656947095
9741,240,10.0,0.01,-7.177572187116432,10.0,-5.0,best_first,3,4,7,22.138784970454118
9745,240,1e-10,0.51,-16.901406993329434,5.0,-30.0,breadth_first,4,3,10,40.710569265641006
9751,240,1e-10,0.15000000000000002,-11.619356432458394,25.0,-30.0,breadth_first,5,3,10,30.146468143898925
9759,240,3.23745754281764,0.2,-10.323645012505779,5.0,-30.0,best_first,6,4,7,28.43093062123281
9762,240,1e-10,0.29000000000000004,-5.6822957972259625,5.0,-30.0,depth_first,7,3,4,15.523474677811596
9772,240,1e-05,0.54,-16.076929576619445,,,optimal,8,2,9,36.54830830791133
9774,240,1e-10,0.22,-10.96533993957517,15.0,-30.0,depth_first,9,3,11,29.12436569754545
9784,240,1e-05,0.01,-6.629114438930426,,,optimal,10,2,7,17.15004917597148
9790,240,1e-05,0.01,-6.629114438930426,,,optimal,11,2,7,17.15004917597148
9796,240,0.4498432668969444,0.01,-13.678619946857085,,,optimal,12,2,7,31.249060191824796
9803,240,1e-10,1.0,-21.85901667256348,,,random,13,0,11,43.71803334512696
9808,240,1e-05,0.01,-8.440245634599718,,,optimal,14,2,10,21.485661455187525
9815,240,1e-10,1.0,-15.972912641113323,,,random,15,0,7,31.945825282226647
9820,240,1e-05,0.01,-6.620506064393825,,,optimal,16,2,6,16.82453106724376
9826,240,0.3393221771895329,0.01,-11.669931642830406,,,optimal,17,2,7,27.23168358377144
9832,240,0.4498432668969444,0.01,-13.429039099370053,,,optimal,18,2,7,30.749898496850733
9838,240,0.4498432668969444,0.01,-13.706563401914787,,,optimal,19,2,7,31.3049471019402
9844,240,1e-05,0.13,-12.336589642840655,,,optimal,20,2,11,29.468969831278052
9850,240,0.4498432668969444,0.01,-13.706563401914787,,,optimal,21,2,7,31.3049471019402
9856,240,1e-05,0.01,-6.629114438930426,,,optimal,22,2,7,17.15004917597148
9862,240,1e-05,0.21,-11.149242609648264,,,optimal,23,2,7,26.190305517407154
9868,240,1e-05,0.01,-6.629114438930426,,,optimal,24,2,7,17.15004917597148
9874,240,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
9880,240,1e-05,0.01,-3.4215794435813742,,,optimal,26,2,3,9.040383464498968
9886,240,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
9892,240,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
9898,240,1e-05,0.01,-5.91969082609729,,,optimal,29,2,5,15.058257477062782
9905,245,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
9906,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
9912,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
9918,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
9924,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
9930,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
9936,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
9942,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
9949,245,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,8,3,4,16.49251795253136
9954,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
9960,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
9966,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
9972,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
9978,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
9984,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
9990,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
9996,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
10002,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
10008,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
10014,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
10021,245,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,20,3,4,16.49251795253136
10026,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
10032,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
10038,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
10044,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
10050,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
10056,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
10062,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
10068,245,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
10075,245,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,29,3,4,16.49251795253136
10085,248,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
10086,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
10092,248,1e-10,0.39,-5.237179507476419,5.0,-30.0,depth_first,2,3,3,13.770195880957168
10098,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
10104,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
10110,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
10116,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
10122,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
10128,248,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
10138,248,1e-05,0.01,-6.629114438930426,,,optimal,9,2,7,17.15004917597148
10144,248,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
10150,248,1e-05,0.01,-4.8141660364000645,,,optimal,11,2,4,12.40092079503991
10156,248,1e-05,0.01,-3.4215794435813742,,,optimal,12,2,3,9.040383464498968
10162,248,1e-05,0.01,-4.8141660364000645,,,optimal,13,2,4,12.40092079503991
10168,248,1e-05,0.01,-5.91969082609729,,,optimal,14,2,5,15.058257477062782
10174,248,1e-05,0.01,-3.4215794435813742,,,optimal,15,2,3,9.040383464498968
10180,248,1e-05,0.21,-11.020294876691398,,,optimal,16,2,7,25.932410051493424
10186,248,1e-05,0.01,-6.629114438930426,,,optimal,17,2,7,17.15004917597148
10192,248,1e-05,0.01,-3.4215794435813742,,,optimal,18,2,3,9.040383464498968
10198,248,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
10204,248,1e-05,0.01,-3.4215794435813742,,,optimal,20,2,3,9.040383464498968
10210,248,1e-05,0.01,-4.8141660364000645,,,optimal,21,2,4,12.40092079503991
10216,248,1e-05,0.01,-6.629114438930426,,,optimal,22,2,7,17.15004917597148
10222,248,1e-05,0.01,-5.91969082609729,,,optimal,23,2,5,15.058257477062782
10228,248,1e-05,0.01,-6.629114438930426,,,optimal,24,2,7,17.15004917597148
10234,248,1e-05,0.01,-6.620506064393825,,,optimal,25,2,6,16.82453106724376
10240,248,1e-05,0.01,-4.8141660364000645,,,optimal,26,2,4,12.40092079503991
10246,248,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
10252,248,1e-05,0.21,-11.020294876691398,,,optimal,28,2,7,25.932410051493424
10258,248,1e-05,0.21,-11.020294876691398,,,optimal,29,2,7,25.932410051493424
10265,258,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
10271,258,1e-10,1.0,-22.55216385312343,,,random,1,0,13,45.10432770624686
10277,258,1e-10,1.0,-22.55216385312343,,,random,2,0,13,45.10432770624686
10283,258,1e-10,1.0,-22.55216385312343,,,random,3,0,13,45.10432770624686
10289,258,1e-10,1.0,-22.55216385312343,,,random,4,0,13,45.10432770624686
10295,258,1e-10,1.0,-22.55216385312343,,,random,5,0,13,45.10432770624686
10301,258,1e-10,1.0,-22.55216385312343,,,random,6,0,13,45.10432770624686
10302,258,1e-10,0.43,-16.298549199591864,25.0,-30.0,depth_first,7,3,13,40.29194647156834
10308,258,1e-10,0.24,-6.43257669928367,5.0,-30.0,depth_first,8,3,5,17.69346713586964
10319,258,1e-10,1.0,-21.85901667256348,,,random,9,0,11,43.71803334512696
10325,258,1e-10,1.0,-21.85901667256348,,,random,10,0,11,43.71803334512696
10331,258,1e-10,1.0,-19.37411002277548,,,random,11,0,9,38.74822004555096
10336,258,0.3393221771895329,0.01,-7.804359323573736,,,optimal,12,2,4,18.38130736938725
10342,258,0.3393221771895329,0.01,-9.692985492843736,,,optimal,13,2,5,22.60484681055567
10349,258,1e-10,1.0,-9.750336373041954,,,random,14,0,4,19.500672746083907
10354,258,0.3393221771895329,0.01,-15.668952042098308,,,optimal,15,2,11,36.133694629793354
10360,258,0.3393221771895329,0.01,-9.702865133477689,,,optimal,16,2,5,22.624606091823576
10367,258,1e-10,1.0,-20.76040438389537,,,random,17,0,10,41.52080876779074
10373,258,1e-10,1.0,-9.750336373041954,,,random,18,0,4,19.500672746083907
10378,258,0.10985411419875572,0.01,-11.484075951637392,,,optimal,19,2,8,27.127034986634456
10385,258,1e-10,1.0,-15.972912641113323,,,random,20,0,7,31.945825282226647
10390,258,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
10396,258,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
10402,258,1e-05,0.01,-3.4215794435813742,,,optimal,23,2,3,9.040383464498968
10408,258,1e-05,0.01,-7.733217277441436,,,optimal,24,2,8,19.625317638242542
10414,258,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
10420,258,1e-05,0.01,-3.4215794435813742,,,optimal,26,2,3,9.040383464498968
10426,258,1e-05,0.01,-5.91969082609729,,,optimal,27,2,5,15.058257477062782
10432,258,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
10438,258,1e-05,0.01,-1.806367572991136,,,optimal,29,2,2,4.999029507102162
10441,259,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,0,3,4,16.49251795253136
10447,259,1e-10,0.3,-6.166817434585845,5.0,-30.0,breadth_first,1,3,4,16.49251795253136
