action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_id,trial_type,pid
"[18730, 19611, 20590]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'3', u'11', u'10', u'9'], u'time': [3249, 4623, 5936, 11555, 17479]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[18727, 350, 457]",20.0,"[None, None, None]","[u'', -10, -5, 5, -5, -10, 5, 5, 5, 10, 5, 10, -10]",1608383,43.0,-5.4249062934784986e+17,mouselab-mdp,6
"[15772, 17047, 17883]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'7', u'8', u'12', u'10', u'9'], u'time': [1389, 4189, 5863, 7107, 9507, 10913]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[15767, 755, 325]",4.0,"[None, None, None]","[u'', 10, 10, 5, 5, -10, -5, -5, -10, 5, -5, 10, 10]",1629397,44.0,8.086241799233455e+18,mouselab-mdp,6
"[18715, 19917, 21358]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'11', u'12'], u'time': [2553, 5959, 7937, 9698, 11626, 12618]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 5]","[18711, 701, 914]",-1.0,"[None, None, None]","[u'', -5, 5, 5, 5, 10, 10, -10, 5, -5, 10, -10, -5]",1654254,45.0,9.142111453001215e+18,mouselab-mdp,6
"[15439, 16464, 17394]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'8', u'3', u'7'], u'time': [2227, 5743, 9687, 14097]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[15437, 511, 396]",6.0,"[None, None, None]","[u'', -5, 10, -5, 10, 5, -5, 10, 5, -5, 10, -5, -5]",1674671,46.0,7.213920450040262e+18,mouselab-mdp,6
"[9130, 9892, 10985]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'3', u'4'], u'time': [2816, 4310, 7029, 7832]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[9126, 237, 574]",26.0,"[None, None, None]","[u'', 10, 10, 5, 10, -10, 10, -10, -10, -5, -10, 5, -10]",1688605,47.0,4.981813421836143e+18,mouselab-mdp,6
"[7794, 8701, 9459]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'8', u'7'], u'time': [2136, 3183, 4242, 6092]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[7791, 388, 215]",26.0,"[None, None, None]","[u'', -5, -5, 10, -10, 10, 10, 10, 5, 5, -5, -10, -5]",1701565,48.0,-6.412333170858073e+18,mouselab-mdp,6
"[5227, 5952, 6754]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4'], u'time': [1514, 3976]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[5225, 204, 282]",13.0,"[None, None, None]","[u'', -5, 10, 5, 10, -5, -10, 10, 10, 5, 5, 5, 10]",1711486,49.0,8.130696467842232e+18,mouselab-mdp,6
"[29548, 31782, 35573]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[29543, 1724, 3280]",25.0,"[None, None, None]","[u'', 10, 10, 10, 10, -10, -10, -10, 5, 10, 10, 5, 5]",39354,0.0,1.1933479039128937e+18,mouselab-mdp,7
"[13741, 14527, 18355]","[u'right', u'right', u'down']",train_basic,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -10, 10]","[13738, 278, 3323]",-5.0,"[None, None, None]","[u'', -10, -10, -10, -10, -5, -10, -10, 10, -5, 5, -5, -5]",62302,1.0,4.1891588108237983e+18,mouselab-mdp,7
"[16107, 16872, 17586]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[16104, 271, 215]",20.0,"[None, None, None]","[u'', 5, 5, -5, 10, 5, -10, -5, 10, 10, 5, 5, 5]",83181,2.0,5.627389738084794e+17,mouselab-mdp,7
"[16126, 16934, 17873]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[16124, 299, 443]",10.0,"[None, None, None]","[u'', -5, 10, 5, 5, -5, 5, -5, -10, 5, -5, 5, 10]",104461,3.0,-5.812682556850434e+18,mouselab-mdp,7
"[7969, 8672, 9365]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[7966, 209, 199]",20.0,"[None, None, None]","[u'', -5, 10, 5, 10, -5, -10, 10, 10, 5, 5, 5, 10]",116618,4.0,8.130696467842232e+18,mouselab-mdp,7
"[4838, 5663, 7562]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[4835, 329, 1393]",25.0,"[None, None, None]","[u'', -10, 10, -5, -10, 10, -5, 10, 5, 10, 5, 10, -5]",127835,5.0,1.9920789159475208e+18,mouselab-mdp,7
"[8545, 9353, 10347]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 5]","[8541, 303, 497]",5.0,"[None, None, None]","[u'', -10, 10, -5, 5, 5, -10, -10, -10, -10, -5, -10, -10]",140576,6.0,6.612009546738605e+18,mouselab-mdp,7
"[5346, 6104, 6840]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[5343, 259, 245]",25.0,"[None, None, None]","[u'', 5, -5, -10, -5, -5, -5, 10, -5, 10, 5, 10, -5]",149541,7.0,1.1475102415505539e+18,mouselab-mdp,7
"[13818, 14647, 15514]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[13815, 328, 360]",10.0,"[None, None, None]","[u'', 5, -5, -10, 10, -10, -10, -5, -5, -10, 5, -10, 5]",167553,8.0,2.252076120381865e+18,mouselab-mdp,7
"[5111, 5835, 6475]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[5105, 226, 136]",25.0,"[None, None, None]","[u'', 10, 5, -10, 5, -5, 5, 10, -5, 10, 5, -10, 10]",175926,9.0,-6.457953215426968e+18,mouselab-mdp,7
"[8419, 9671, 15477]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 10]","[8415, 743, 5300]",10.0,"[None, None, None]","[u'', -5, 5, -10, -5, -5, 5, 10, -5, 10, -5, 5, -10]",196338,10.0,8.572648276602424e+18,mouselab-mdp,7
"[1784, 2681, 3614]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 10]","[1781, 391, 439]",5.0,"[None, None, None]","[u'', -10, 5, -5, 10, -10, -10, -5, 10, -10, 10, -5, -10]",202532,11.0,-6.477964297241529e+18,mouselab-mdp,7
"[666, 1650, 2568]","[u'left', u'left', u'down']",train_hidden,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, -10]","[660, 485, 423]",-5.0,"[None, None, None]","[u'', -5, 10, -5, 5, 5, -10, -10, -5, 10, -5, 10, -10]",207966,12.0,1.0826444805002026e+18,mouselab-mdp,7
"[1828, 2608, 5134]","[u'left', u'left', u'up']",train_hidden,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[1825, 280, 2023]",15.0,"[None, None, None]","[u'', -5, 5, 5, -5, 10, -10, 5, -5, 10, -5, 10, -5]",215967,13.0,3.344637441394107e+17,mouselab-mdp,7
"[565, 1110, 3415]","[u'left', u'left', u'down']",train_hidden,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 5]","[564, 52, 1804]",0.0,"[None, None, None]","[u'', -5, 10, 10, 5, 10, 10, 10, 10, -10, 5, 5, 5]",221842,14.0,-6.980762109714071e+18,mouselab-mdp,7
"[43855, 44524, 45180]","[u'right', u'right', u'down']",train_inspector,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'10', u'12', u'7', u'8', u'1', u'3', u'4', u'11', u'6', u'2'], u'time': [17931, 22610, 23695, 25298, 28778, 29700, 31823, 32769, 33565, 35972, 37667, 41450]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 5]","[43853, 167, 138]",5.0,"[None, None, None]","[u'', 10, -10, -5, -5, -10, 10, -5, 5, -5, -10, -10, -10]",272959,15.0,-3.7612916714616883e+18,mouselab-mdp,7
"[17867, 18586, 19170]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'7', u'6', u'8', u'5', u'9', u'10', u'11', u'12'], u'time': [1897, 2642, 4350, 5266, 6468, 6997, 7587, 8429, 9364, 9901, 10528, 11575]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, 10]","[17865, 225, 76]",25.0,"[None, None, None]","[u'', 5, 10, 10, 10, -10, -10, 5, 10, 10, 5, 10, 5]",295542,16.0,2.0301359460781466e+18,mouselab-mdp,7
"[18027, 18866, 19636]","[u'right', u'right', u'down']",train_inspector,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'10', u'9', u'5', u'6', u'8', u'7', u'3', u'2', u'4', u'1'], u'time': [1923, 3786, 4577, 5386, 6426, 7074, 8203, 9102, 9675, 10259, 10960, 11902]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[18023, 338, 255]",5.0,"[None, None, None]","[u'', -10, -10, -10, 5, 5, -10, -10, 10, 5, -10, -5, 5]",317810,17.0,7.530557414679124e+18,mouselab-mdp,7
"[16152, 16877, 17555]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'10', u'12', u'9', u'5', u'6', u'7', u'8', u'4', u'2', u'3', u'1'], u'time': [1750, 2304, 2997, 3691, 4587, 5184, 5811, 6694, 8583, 9901, 10610, 11515]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[16151, 230, 176]",10.0,"[None, None, None]","[u'', 10, -5, 5, -5, -5, -5, -5, -5, 5, -5, 10, 5]",338234,18.0,1.3034732393768448e+18,mouselab-mdp,7
"[22581, 23658, 24549]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'12', u'11', u'9', u'5', u'6', u'7', u'8', u'4', u'2', u'3', u'1'], u'time': [2832, 3618, 4452, 5160, 5958, 6727, 8452, 10088, 12579, 13687, 14487, 15659]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[22579, 571, 380]",20.0,"[None, None, None]","[u'', -10, 5, -10, -5, 10, 5, 5, -10, -5, 5, 10, -10]",365775,19.0,3.5302878717738757e+18,mouselab-mdp,7
"[19662, 26864, 27650]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5'], u'time': [16029, 17170]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, -10]","[19658, 6698, 268]",-7.0,"[None, None, None]","[u'', -5, -10, 5, 5, -5, -10, 5, -5, 10, -5, 5, -10]",398930,20.0,-8.166458029472813e+18,mouselab-mdp,7
"[7516, 8240, 9005]","[u'right', u'right', u'down']",train_inspect_cost,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'7', u'8'], u'time': [2742, 3648, 5203, 6280]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[7513, 223, 258]",26.0,"[None, None, None]","[u'', -5, -5, 5, 5, 10, 10, -5, 10, -10, -10, -10, 5]",410661,21.0,4.176600634517876e+18,mouselab-mdp,7
"[7809, 8530, 9326]","[u'right', u'right', u'down']",train_inspect_cost,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'7', u'8'], u'time': [2585, 3595, 5380, 6478]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[7806, 195, 293]",1.0,"[None, None, None]","[u'', -5, -10, -10, -5, 5, -10, -10, 10, -5, 5, -10, -10]",423155,22.0,1.960338415622663e+18,mouselab-mdp,7
"[8017, 8742, 9520]","[u'right', u'right', u'down']",train_inspect_cost,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'7', u'8'], u'time': [2008, 3284, 5766, 7010]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[8014, 219, 280]",11.0,"[None, None, None]","[u'', 10, 5, 10, -5, 10, -5, -10, 10, 5, -10, 10, 5]",437030,23.0,3.6441571471145324e+18,mouselab-mdp,7
"[11060, 11954, 15288]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'7'], u'time': [1601, 3728, 7473]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[11059, 393, 2828]",7.0,"[None, None, None]","[u'', -10, 10, -10, 10, 5, -5, 10, -10, 5, -10, 5, -10]",454953,24.0,8.916704547234911e+18,mouselab-mdp,7
"[26171, 26862, 27521]","[u'left', u'left', u'down']",train_final,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'11', u'12'], u'time': [16743, 19010, 21110, 24132]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[26170, 183, 160]",11.0,"[None, None, None]","[u'', -10, 10, 10, -10, -10, -5, -10, 10, -5, 10, 5, 10]",487275,25.0,-3.5316257003419013e+18,mouselab-mdp,7
"[8480, 9277, 12390]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'7', u'8'], u'time': [1679, 2909, 4788, 6307]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 5]","[8477, 279, 2608]",-4.0,"[None, None, None]","[u'', 5, -5, 10, -10, 5, -10, 5, -5, -10, -10, 5, -5]",504711,26.0,-6.260275842353281e+18,mouselab-mdp,7
"[13724, 14569, 17056]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'8'], u'time': [2323, 3906, 10811]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[13722, 339, 1991]",27.0,"[None, None, None]","[u'', -5, 5, 5, -10, 10, 10, 10, -5, 5, -5, 5, 10]",524532,27.0,-2.6104954135648773e+18,mouselab-mdp,7
"[10480, 11342, 13132]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'7'], u'time': [1453, 5283, 8570]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[10479, 355, 1293]",7.0,"[None, None, None]","[u'', 5, -5, -5, -10, 10, -10, 10, -10, 5, -10, 10, -10]",542980,28.0,-5.537817334537116e+18,mouselab-mdp,7
