action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_type,pid
"[19729, 20335, 20980]","[u'left', u'left', u'down']",train_inspect_cost,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'5', u'9', u'10', u'6', u'12', u'11', u'8', u'7', u'14', u'13'], u'time': [899, 1547, 3002, 3954, 4656, 5245, 5954, 7385, 8145, 9076, 11694, 12734, 13641, 14688]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 40, 8]","[19725, 83, 131]",10.0,"[None, None, None]",,362644,23.0,mouselab-mdp,7
"[16673, 17435, 18162]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'5', u'9', u'7', u'6', u'8', u'16', u'15', u'10'], u'time': [936, 1626, 3172, 3908, 4642, 5535, 7692, 8707, 9688, 10898, 12440, 15439]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 24]","[16671, 247, 202]",12.0,"[None, None, None]",,383372,24.0,mouselab-mdp,7
"[24960, 25493, 26111]","[u'left', u'left', u'down']",train_final,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'1', u'5', u'9', u'10', u'8', u'3', u'7', u'13', u'14'], u'time': [12926, 14347, 16317, 17932, 18755, 20511, 21177, 22376, 22976, 23564]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -24, 24]","[24956, 11, 80]",14.0,"[None, None, None]",,414080,25.0,mouselab-mdp,7
"[11600, 12170, 12868]","[u'down', u'down', u'right']",train_final,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'8', u'16', u'15'], u'time': [6066, 7100, 7699, 8801, 9462, 10209]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[11596, 49, 148]",34.0,"[None, None, None]",,430566,26.0,mouselab-mdp,7
"[11694, 12348, 12973]","[u'left', u'left', u'down']",train_final,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'5', u'7', u'14', u'13'], u'time': [862, 1454, 2299, 2811, 3766, 5616, 6973, 10290]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[11691, 141, 117]",32.0,"[None, None, None]",,446300,27.0,mouselab-mdp,7
"[8164, 8760, 9340]","[u'left', u'left', u'up']",train_final,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'13'], u'time': [4094, 4975, 5833, 6489]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 8]","[8162, 78, 57]",52.0,"[None, None, None]",,458587,28.0,mouselab-mdp,7
"[8721, 9287, 9836]","[u'up', u'up', u'left']",train_final,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'10', u'4', u'3', u'2', u'6', u'12', u'11'], u'time': [791, 2061, 2611, 3321, 4191, 4774, 5928, 6871, 7569]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 24]","[8718, 37, 38]",63.0,"[None, None, None]",,471105,29.0,mouselab-mdp,7
"[8456, 9060, 9640]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'7', u'13', u'6', u'11', u'12'], u'time': [862, 1486, 2160, 3027, 3799, 4449, 5453, 6370, 7056]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 40, 8]","[8452, 92, 74]",15.0,"[None, None, None]",,489287,30.0,mouselab-mdp,7
"[9453, 10006, 10633]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'2', u'1', u'7', u'8', u'14', u'13'], u'time': [1143, 1790, 2525, 3956, 4874, 6503, 7268, 7934]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 8]","[9449, 38, 110]",48.0,"[None, None, None]",,502649,31.0,mouselab-mdp,7
"[16880, 18266, 19078]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'3', u'2', u'6', u'12', u'11', u'7', u'13', u'14', u'5', u'8', u'16', u'15'], u'time': [2108, 2916, 3517, 4491, 5426, 6110, 6736, 7594, 9441, 10139, 12354, 13260, 14019, 15803]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 8]","[16878, 866, 306]",-6.0,"[None, None, None]",,526862,32.0,mouselab-mdp,7
"[8484, 9126, 9713]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'6', u'7', u'14'], u'time': [1066, 1760, 2498, 3269, 5143, 6953]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 40]","[8481, 112, 75]",50.0,"[None, None, None]",,539720,33.0,mouselab-mdp,7
"[14104, 14730, 15379]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'3', u'2', u'6', u'11', u'12', u'7', u'13', u'14'], u'time': [976, 2337, 3034, 3818, 4357, 5520, 7049, 9730, 11794, 12666]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, -8]","[14101, 119, 119]",46.0,"[None, None, None]",,557756,34.0,mouselab-mdp,7
"[9032, 10216, 10947]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'8', u'6', u'12', u'11'], u'time': [1079, 1751, 2595, 3305, 4512, 5361, 7747]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 40]","[9029, 662, 219]",49.0,"[None, None, None]",,571526,35.0,mouselab-mdp,7
"[8995, 9601, 10254]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'4', u'3', u'7', u'6', u'8', u'12', u'11'], u'time': [1914, 2622, 3271, 3822, 4568, 5400, 6146, 7052, 7812]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[8993, 95, 124]",31.0,"[None, None, None]",,586163,36.0,mouselab-mdp,7
"[13214, 13794, 14518]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'8', u'16', u'15', u'1', u'5', u'6', u'7', u'13', u'14'], u'time': [812, 1413, 1962, 4226, 4949, 5756, 7384, 8644, 9890, 10676, 11595, 12120]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, -8]","[13211, 63, 187]",28.0,"[None, None, None]",,603358,37.0,mouselab-mdp,7
"[17614, 18218, 18875]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'7', u'1', u'4', u'8', u'16', u'15', u'6', u'11', u'12', u'5', u'9'], u'time': [736, 1310, 2326, 3398, 4112, 4785, 5557, 6169, 10073, 12240, 12938, 14283, 15507]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 40, 24]","[17610, 90, 149]",43.0,"[None, None, None]",,630512,38.0,mouselab-mdp,7
"[18489, 19128, 19797]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'1', u'4', u'8', u'6', u'12', u'11', u'16', u'15', u'7', u'5', u'10', u'9'], u'time': [752, 1363, 2660, 3566, 4239, 5084, 5855, 6454, 7666, 8351, 9988, 11239, 13088, 14519]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[18486, 131, 150]",26.0,"[None, None, None]",,653792,39.0,mouselab-mdp,7
"[17983, 18764, 19514]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'6', u'11', u'12', u'5', u'7', u'8', u'16', u'15', u'13', u'9', u'10', u'14'], u'time': [1693, 2243, 2745, 3370, 4838, 5561, 6111, 7604, 8669, 9754, 11325, 12513, 13272, 14092, 15523, 16760]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[17979, 253, 229]",24.0,"[None, None, None]",,675610,40.0,mouselab-mdp,7
"[6258, 6902, 7570]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'8', u'15', u'16'], u'time': [807, 1417, 1944, 2531, 3132, 3904, 5213]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[6256, 121, 140]",49.0,"[None, None, None]",,685949,41.0,mouselab-mdp,7
"[12491, 13169, 13832]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'2', u'3', u'1', u'5', u'9', u'10', u'4', u'8', u'16', u'15'], u'time': [868, 1429, 1931, 2813, 4344, 5334, 6240, 7832, 9324, 10169, 11037]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[12488, 166, 156]",45.0,"[None, None, None]",,702656,42.0,mouselab-mdp,7
"[19410, 20052, 20799]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'1', u'5', u'9', u'10', u'6', u'7', u'8', u'16', u'15'], u'time': [1052, 1774, 2478, 3339, 4626, 7048, 9472, 10573, 13462, 14282, 16203, 16986]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 24]","[19405, 126, 224]",28.0,"[None, None, None]",,726640,43.0,mouselab-mdp,7
"[8270, 8932, 9621]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'8', u'15', u'16'], u'time': [953, 1589, 2432, 3462, 5091, 5982]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 40, -8]","[8267, 137, 179]",50.0,"[None, None, None]",,738648,44.0,mouselab-mdp,7
"[4388, 5001, 5609]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'2', u'11', u'12'], u'time': [663, 1188, 2276, 3292]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 40]","[4383, 85, 94]",84.0,"[None, None, None]",,746858,45.0,mouselab-mdp,7
"[17907, 18541, 19220]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'2', u'4', u'8', u'7', u'6', u'1', u'5', u'9', u'10', u'13', u'14', u'15', u'11', u'12'], u'time': [980, 1479, 2249, 2824, 3571, 4806, 5577, 6274, 6862, 7486, 9768, 10363, 12868, 13847, 14618]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, -8, 8]","[17896, 114, 168]",25.0,"[None, None, None]",,768346,46.0,mouselab-mdp,7
"[21764, 22373, 22946]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'6', u'12', u'3', u'11', u'7', u'4', u'8', u'16', u'15', u'13', u'5', u'9', u'10'], u'time': [1724, 2371, 3851, 4988, 8281, 9204, 11215, 11998, 13808, 14897, 15497, 16866, 17956, 18726, 19370]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 24]","[21762, 91, 63]",25.0,"[None, None, None]",,794256,47.0,mouselab-mdp,7
"[19111, 19834, 20482]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'6', u'11', u'12', u'1', u'5', u'9', u'4', u'8', u'16', u'15', u'7'], u'time': [1429, 2139, 3517, 4242, 5001, 6040, 7228, 7789, 9086, 12464, 13866, 14470, 15692]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -24, 40]","[19109, 202, 127]",27.0,"[None, None, None]",,817364,48.0,mouselab-mdp,7
"[22160, 22872, 23548]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'3', u'4', u'7', u'8', u'16', u'15', u'6', u'1', u'5', u'9', u'11', u'14', u'13', u'10', u'12'], u'time': [992, 1766, 2707, 3354, 4077, 5226, 5997, 9739, 10768, 11815, 12737, 13740, 15013, 15624, 17239, 20897]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, -8]","[22157, 190, 168]",24.0,"[None, None, None]",,843784,49.0,mouselab-mdp,7
"[14147, 19090, 21481]","[u'right', u'right', u'down']",train_basic,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, -8]","[14131, 4416, 1859]",-8.0,"[None, None, None]",,27056,0.0,mouselab-mdp,8
"[6977, 8409, 9981]","[u'left', u'left', u'up']",train_basic,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[6969, 873, 1004]",24.0,"[None, None, None]",,41505,1.0,mouselab-mdp,8
"[5825, 6681, 7652]","[u'right', u'right', u'up']",train_basic,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 40]","[5801, 290, 433]",72.0,"[None, None, None]",,58202,2.0,mouselab-mdp,8
"[8246, 9835, 11015]","[u'left', u'left', u'down']",train_basic,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 8]","[8226, 1059, 640]",24.0,"[None, None, None]",,76494,3.0,mouselab-mdp,8
"[2560, 3744, 4671]","[u'up', u'up', u'right']",train_basic,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[2532, 646, 377]",56.0,"[None, None, None]",,89044,4.0,mouselab-mdp,8
"[21969, 22646, 23556]","[u'right', u'right', u'down']",train_basic,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 24]","[21953, 137, 388]",24.0,"[None, None, None]",,116004,5.0,mouselab-mdp,8
"[5419, 6086, 7195]","[u'left', u'left', u'down']",train_basic,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 8]","[5400, 139, 582]",8.0,"[None, None, None]",,126441,6.0,mouselab-mdp,8
"[6059, 6695, 7352]","[u'right', u'right', u'up']",train_basic,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 8]","[6040, 104, 79]",24.0,"[None, None, None]",,137418,7.0,mouselab-mdp,8
"[7380, 8037, 8690]","[u'left', u'left', u'down']",train_basic,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[7359, 127, 81]",24.0,"[None, None, None]",,148909,8.0,mouselab-mdp,8
"[3476, 4230, 4949]","[u'down', u'down', u'right']",train_basic,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[3458, 218, 198]",40.0,"[None, None, None]",,157157,9.0,mouselab-mdp,8
"[10522, 11145, 12271]","[u'left', u'left', u'down']",train_hidden,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -24, -24]","[10500, 60, 600]",-56.0,"[None, None, None]",,176466,10.0,mouselab-mdp,8
